globalScore	symbol
8.694864966969169	ENSG00000147883
8.224087496156518	ENSG00000175164
7.753310025343866	ENSG00000140718
6.811755083718562	ENSG00000111252
6.34097761290591	ENSG00000130203
6.34097761290591	ENSG00000166949
5.870200142093258	ENSG00000148737
5.870200142093258	ENSG00000134242
5.870200142093258	ENSG00000176920
5.870200142093258	ENSG00000181915
5.870200142093258	ENSG00000138821
5.399422671280606	ENSG00000112715
5.399422671280606	ENSG00000125347
5.399422671280606	ENSG00000132170
5.399422671280606	ENSG00000164512
5.399422671280606	ENSG00000038532
5.399422671280606	ENSG00000145012
4.928645200467954	ENSG00000120071
4.928645200467954	ENSG00000149294
4.928645200467954	ENSG00000112182
4.928645200467954	ENSG00000084734
4.928645200467954	ENSG00000137265
4.928645200467954	ENSG00000153814
4.928645200467954	ENSG00000134954
4.928645200467954	ENSG00000118971
4.928645200467954	ENSG00000107249
4.457867729655302	ENSG00000149948
4.457867729655302	ENSG00000105397
4.457867729655302	ENSG00000114861
4.457867729655302	ENSG00000115970
4.457867729655302	ENSG00000120088
4.457867729655302	ENSG00000125398
4.457867729655302	ENSG00000182095
4.457867729655302	ENSG00000153094
4.457867729655302	ENSG00000096433
4.457867729655302	ENSG00000182185
4.457867729655302	ENSG00000197249
4.457867729655302	ENSG00000198734
4.457867729655302	ENSG00000204842
4.457867729655302	ENSG00000100344
4.457867729655302	ENSG00000115267
4.457867729655302	ENSG00000096395
4.457867729655302	ENSG00000293584
4.457867729655302	ENSG00000073605
4.457867729655302	ENSG00000108175
4.457867729655302	ENSG00000171522
4.457867729655302	ENSG00000173175
4.457867729655302	ENSG00000186868
4.457867729655302	ENSG00000187323
4.457867729655302	ENSG00000091831
4.457867729655302	ENSG00000078403
4.457867729655302	ENSG00000134460
4.457867729655302	ENSG00000142599
4.457867729655302	ENSG00000196821
4.457867729655302	ENSG00000113302
3.9870902588426493	ENSG00000169047
3.9870902588426493	ENSG00000123384
3.9870902588426493	ENSG00000138378
3.9870902588426493	ENSG00000139531
3.9870902588426493	ENSG00000162594
3.9870902588426493	ENSG00000166603
3.9870902588426493	ENSG00000168769
3.9870902588426493	ENSG00000182568
3.9870902588426493	ENSG00000169519
3.9870902588426493	ENSG00000185650
3.9870902588426493	ENSG00000186047
3.9870902588426493	ENSG00000205189
